Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
CB23 6HD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-07-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6WY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-07-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6XB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2010-05-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6ZJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6ZQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 6ZR,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7ER,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7GF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7GQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2014-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7PG,Yes,52.215316,0.070492,541551,259475,TL415594,"Castle","Cambridge, unparished area",2006-09-01,,23,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017956
CB23 7RD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7RG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7SE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7SL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-10-01,11,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB23 7TA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-01-01,2010-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7TN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7UQ,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2012-08-01,2016-10-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7US,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7UT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2012-08-01,2014-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7UW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-03-01,2008-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WA,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7WB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-05-01,2010-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-09-01,2009-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-05-01,2009-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-04-01,2009-05-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WT,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2007-02-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7WU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-01-01,2010-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WW,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2015-03-01,2016-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7WX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-12-01,2008-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7YA,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2013-01-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 7YD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2013-12-01,2014-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 7YZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-06-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8FR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8FS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2010-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8SH,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 8TX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-10-01,2013-09-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8WB,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 8WH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8WY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-08-01,2009-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8XE,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2016-11-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB23 8XR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2010-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB23 8ZX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2012-09-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 3AX,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 3FW,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 3WB,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2009-09-01,2015-10-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 3WD,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2011-08-01,2017-09-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 3WE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2012-11-01,2013-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 3WF,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2015-05-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 3WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-10-01,2013-10-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 3YH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2010-04-01,2012-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 3YZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 3ZR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 4FX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 4WL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 4WY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-01-01,2008-06-01,11,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB24 5YY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 5ZD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 5ZF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 5ZH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 5ZT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-05-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6AR,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2006-09-01,2015-04-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 6BH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6EG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-06-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6ER,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 6ES,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6HF,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2017-07-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 6HJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6HN,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2016-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 6HQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6WA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6WW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6WY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-11-01,2008-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 6XQ,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2006-09-01,2016-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB24 6YW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 8AB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 8GS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 8GU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB24 8RT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0NR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2010-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0RX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-01-01,2007-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-01-01,2007-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-06-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0ZL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0ZN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0ZP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0ZS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 0ZW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-04-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9RR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9SL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9SQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9UZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-06-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9WY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-10-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB25 9XD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2007-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9XY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9YL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2006-10-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB25 9ZN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9ZQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB25 9ZT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2006-09-01,2011-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB3 0AA,Yes,52.210537,0.112119,544410,259026,TL444590,"Castle","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AB,No,52.210537,0.112119,544410,259026,TL444590,"Castle","Cambridge, unparished area",1980-01-01,2008-05-01,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AD,Yes,52.210311,0.113646,544515,259004,TL445590,"Castle","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AE,Yes,52.211326,0.112699,544447,259115,TL444591,"Castle","Cambridge, unparished area",1980-01-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AF,Yes,52.210259,0.115546,544645,259002,TL446590,"Castle","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AG,Yes,52.210444,0.115774,544660,259023,TL446590,"Castle","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AH,Yes,52.212439,0.112825,544452,259239,TL444592,"Castle","Cambridge, unparished area",1980-01-01,,22,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AJ,Yes,52.212138,0.113834,544522,259208,TL445592,"Castle","Cambridge, unparished area",1980-01-01,,24,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AL,Yes,52.211064,0.112803,544455,259086,TL444590,"Castle","Cambridge, unparished area",1991-09-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AN,Yes,52.213898,0.112191,544404,259400,TL444593,"Castle","Cambridge, unparished area",1990-02-01,,23,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AP,Yes,52.213019,0.114096,544537,259306,TL445593,"Castle","Cambridge, unparished area",1980-01-01,,24,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AQ,Yes,52.210949,0.11448,544570,259077,TL445590,"Castle","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AR,No,52.213771,0.112771,544444,259387,TL444593,"Castle","Cambridge, unparished area",1991-09-01,2012-12-01,23,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AS,Yes,52.209296,0.086064,542634,258837,TL426588,"Newnham","Cambridge, unparished area",2014-03-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017984
CB3 0AT,No,52.213953,0.111125,544331,259404,TL443594,"Castle","Cambridge, unparished area",1990-02-01,2016-03-01,23,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AU,No,52.213455,0.113341,544484,259353,TL444593,"Castle","Cambridge, unparished area",1990-02-01,2016-01-01,24,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AW,No,52.212975,0.113553,544500,259300,TL445593,"Castle","Cambridge, unparished area",1984-10-01,1995-01-01,24,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017958
CB3 0AX,Yes,52.213904,0.113904,544521,259404,TL445594,"Castle","Cambridge, unparished area",1990-02-01,,22,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
CB3 0AY,Yes,52.213655,0.111711,544372,259372,TL443593,"Castle","Cambridge, unparished area",1990-02-01,,23,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017958
